Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,country
Tiefer Graben 14 20 01 Innere Stadt 1010 Vienna Austria,7/27/2017,8.9,Hotel Das Tigra, Canada ,19,1817,22,2,7.5,"[' Leisure trip ', ' Couple ', ' Special Offer Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",7 days,48.2121772,16.3680771,Austria
Tilling Road London NW2 1LP United Kingdom,8/2/2017,7.9,Holiday Inn London Brent Cross, United Kingdom ,52,835,0,1,4.2,"[' Business trip ', ' Family with young children ', ' One Bed Feature Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1 days,51.5731061,-0.2233332,United Kingdom
Tower Bridge Road Southwark London SE1 3UN United Kingdom,8/3/2017,8.3,Bermondsey Square Hotel A Bespoke Hotel, United Kingdom ,13,844,81,8,9.2,"[' Business trip ', ' Couple ', ' Double Room with Terrace ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",0 days,51.4991134,-0.0790969,United Kingdom
Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,7/24/2017,8.7,Courtyard by Marriott Vienna Prater Messe, United States of America ,26,1766,66,6,10.0,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 1 night ']",10 days,48.2130607,16.4133973,Austria
Travessera de les Corts 150 152 Les Corts 08028 Barcelona Spain,7/4/2017,8.1,NH Barcelona Stadium, United Kingdom ,25,1257,28,3,9.2,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",30 days,41.3812574,2.1269078,Spain
Ungargasse 60 03 Landstra e 1030 Vienna Austria,8/1/2017,8.1,Imperial Riding School Renaissance Vienna Hotel, United Kingdom ,35,1395,59,12,7.9,"[' Business trip ', ' Group ', ' Double or Twin Room ', ' Stayed 10 nights ']",2 days,48.1966396,16.3863822,Austria
Uraniastra e 2 01 Innere Stadt 1010 Vienna Austria,7/31/2017,8.1,Aparthotel Adagio Vienna City, Germany ,46,1787,49,1,5.8,"[' Leisure trip ', ' Couple ', ' Studio ', ' Stayed 1 night ']",3 days,48.2110845,16.3838405,Austria
V a Augusta 127 Sarri St Gervasi 08006 Barcelona Spain,8/1/2017,8.0,Mercure Barcelona Condor, Australia ,0,434,39,5,10.0,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2 days,41.3999934,2.1452467,Spain
V a Laietana 69 Ciutat Vella 08003 Barcelona Spain,7/29/2017,9.3,H10 Cubik 4 Sup, Romania ,2,1398,29,14,9.6,"[' Leisure trip ', ' Family with young children ', ' Junior Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",5 days,41.388024,2.1731556,Spain
Valencia 157 Eixample 08011 Barcelona Spain,8/2/2017,8.2,Sunotel Club Central, United Kingdom ,20,2836,60,4,7.1,"[' Leisure trip ', ' Family with young children ', ' Basic Double Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",1 days,41.38793,2.1568061,Spain
Van Baerlestraat 27 Oud Zuid 1071 AN Amsterdam Netherlands,7/30/2017,9.2,Conservatorium Hotel, Brazil ,25,592,27,10,10.0,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",4 days,52.358631,4.8786236,Netherlands
Van Leijenberghlaan 221 Zuideramstel 1082 GG Amsterdam Netherlands,8/3/2017,7.8,NH Amsterdam Zuid, Hong Kong ,0,1245,99,1,7.9,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 4 nights ']",0 days,52.3266672,4.8800884,Netherlands
Via A de Tocqueville 7 D Garibaldi Station 20154 Milan Italy,8/1/2017,8.6,Hotel Tocq, Switzerland ,21,189,66,3,9.2,"[' Leisure trip ', ' Family with young children ', ' Classic Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",2 days,45.4828787,9.186346,Italy
Via Albricci 2 4 Milan City Center 20122 Milan Italy,8/3/2017,9.0,The Square Milano Duomo, Australia ,0,4192,72,16,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 3 nights ']",0 days,45.4608604,9.1890215,Italy
Via Andegari 9 Milan City Center 20121 Milan Italy,5/2/2017,9.2,Mandarin Oriental Milan, Switzerland ,81,186,8,5,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",93 days,45.4694772,9.1909325,Italy
Via Angelo Carlo Fumagalli 4 Navigli 20143 Milan Italy,8/3/2017,8.6,Art Hotel Navigli, Denmark ,242,3636,15,2,7.9,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ']",0 days,45.4501306,9.1696481,Italy
Via Augusta 5 08006 Barcelona Spain,8/3/2017,8.3,Hotel Balmoral, Switzerland ,14,1023,17,23,7.1,"[' Leisure trip ', ' Group ', ' Interior Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",0 days,41.3961294,2.1551626,Spain
Via Baracchini 12 Milan City Center 20123 Milan Italy,7/29/2017,8.3,Brunelleschi Hotel, Hong Kong ,16,3720,21,6,8.8,"[' Leisure trip ', ' Family with young children ', ' Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",5 days,45.461177,9.191047,Italy
Via Camperio 9 Milan City Center 20123 Milan Italy,7/24/2017,8.9,Camperio House Suites Apartments, Czech Republic ,0,567,47,18,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 2 nights ']",10 days,45.466598,9.183064,Italy
Via Carlo Goldoni 33 Citt Studi 20129 Milan Italy,6/20/2017,8.2,TownHouse 33, Germany ,11,362,66,15,9.2,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ']",44 days,45.4693349,9.2142383,Italy
Via Cimarosa 6 Fiera Milano City 20144 Milan Italy,6/4/2017,8.3,Hotel Capitol Milano, Italy ,6,584,28,56,8.8,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",60 days,45.4661781,9.1588367,Italy
Via Clerici 11 Milan City Center 20121 Milan Italy,8/3/2017,9.0,Hotel Clerici, Norway ,64,517,24,2,7.1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",0 days,45.4667717,9.1871001,Italy
Via Cusani 13 Milan City Center 20121 Milan Italy,8/1/2017,8.8,UNA Hotel Cusani, Saudi Arabia ,83,1606,0,3,7.9,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights ']",2 days,45.4684251,9.1834161,Italy
Via De Amicis 32 Milan City Center 20123 Milan Italy,8/1/2017,7.5,Hotel Pierre Milano, United States of America ,32,397,78,4,9.2,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 2 nights ']",2 days,45.4595203,9.1770004,Italy
Via Dei Fontanili 26 Ripamonti Corvetto 20141 Milan Italy,7/14/2017,7.8,MiHotel, United Arab Emirates ,48,319,3,8,9.2,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",20 days,45.4405621,9.1921165,Italy
Via dell Orso 7 Milan City Center 20121 Milan Italy,8/3/2017,8.8,Hotel Milano Scala, United Kingdom ,0,1274,38,1,9.2,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",0 days,45.4689376,9.1868891,Italy
Via della Giustizia 10 D Bicocca Zara 20125 Milan Italy,7/30/2017,7.5,IH Hotels Milano Gioia, United Kingdom ,0,3811,27,3,7.5,"[' Business trip ', ' Couple ', ' Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",4 days,45.49952,9.206138,Italy
Via delle Erbe 1 Milan City Center 20121 Milan Italy,7/30/2017,7.7,Style Hotel, Russia ,25,305,55,19,9.2,"[' Leisure trip ', ' Couple ', ' Exclusive Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4 days,45.4708973,9.1840992,Italy
Via Domenico Scarlatti 24 Central Station 20124 Milan Italy,7/28/2017,8.3,Andreola Central Hotel, Canada ,14,1135,25,8,9.2,"[' Leisure trip ', ' Family with young children ', ' Triple Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",6 days,45.4836517,9.2078581,Italy
Via Domenico Scarlatti 32 Central Station 20124 Milan Italy,7/6/2017,8.0,Hotel Bristol, France ,39,516,17,44,8.8,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",28 days,45.4845769,9.2065256,Italy
Via Domodossola 16 Fiera Milano City 20145 Milan Italy,6/15/2017,7.3,Admiral Hotel, Russia ,12,330,17,8,7.1,"[' Leisure trip ', ' Solo traveler ', ' Superior Single Room ', ' Stayed 1 night ']",49 days,45.480515,9.160063,Italy
Via Fabio Filzi 25 B Central Station 20124 Milan Italy,8/1/2017,8.6,UNA Hotel Century, United States of America ,5,2351,28,3,9.6,"[' Leisure trip ', ' Family with young children ', ' Family Junior Suite 3 Adults 1 Child ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2 days,45.4841371,9.2001623,Italy
Via Fabio Filzi 3 Central Station 20124 Milan Italy,8/1/2017,8.3,Hotel Marconi, Australia ,8,1806,49,11,10.0,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",2 days,45.4868744,9.2018407,Italy
Via Fatebenefratelli 21 Milan City Center 20121 Milan Italy,7/31/2017,8.5,Hotel Cavour, Italy ,34,2463,16,4,7.9,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3 days,45.4726942,9.1943911,Italy
Via Felice Casati 18 Central Station 20124 Milan Italy,8/1/2017,8.4,Best Western Plus Hotel Felice Casati, Russia ,63,1817,39,16,7.1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",2 days,45.4787357,9.2041131,Italy
Via Feltre 19 B Citt Studi 20132 Milan Italy,8/3/2017,8.9,Nu Hotel, Ukraine ,13,1032,24,4,8.8,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",0 days,45.4911829,9.2393614,Italy
Via Forcella 6 Navigli 20144 Milan Italy,7/23/2017,9.0,Hotel Magna Pars Small Luxury Hotels of the World, Turkey ,17,454,16,7,9.6,"[' Leisure trip ', ' Group ', ' Executive Suite ', ' Stayed 1 night ', ' Submitted from a mobile device ']",11 days,45.4524879,9.1669784,Italy
Via G Arimondi 12 Sempione 20155 Milan Italy,5/13/2017,7.7,Mercure Milano Regency, Germany ,28,252,9,12,8.3,"[' Business trip ', ' Solo traveler ', ' Standard Queen Room ', ' Stayed 4 nights ']",82 days,45.4897688,9.1549451,Italy
Via G B Pirelli 7 Central Station 20124 Milan Italy,7/27/2017,8.2,Hotel Auriga, Bulgaria ,22,1299,13,2,7.5,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 3 nights ']",7 days,45.4858877,9.2042827,Italy
Via G Silva 12 Fiera Milano City 20149 Milan Italy,4/17/2017,7.8,Hotel Portello Gruppo Minihotel, United Kingdom ,6,1197,20,1,9.2,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",108 day,45.4802503,9.1494925,Italy
Via Gaetano Airaghi 125 20153 Milan Italy,8/2/2017,6.9,Idea Hotel Milano San Siro, Ukraine ,200,5742,56,13,5.4,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 2 nights ']",1 days,45.4720654,9.0777871,Italy
Via Galileo Galilei 2 Central Station 20124 Milan Italy,7/28/2017,8.5,Windsor Hotel Milano, Hong Kong ,27,2601,26,6,8.8,"[' Leisure trip ', ' Family with young children ', ' Executive Twin Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",6 days,45.4794587,9.1951427,Italy
Via Gerolamo Cardano 1 Central Station 20124 Milan Italy,7/31/2017,8.2,Four Points Sheraton Milan Center, United States of America ,43,740,45,8,9.6,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3 days,45.4851889,9.198015,Italy
Via Ges 6 8 Milan City Center 20121 Milan Italy,3/27/2017,9.1,Four Seasons Hotel Milano, United Kingdom ,237,221,14,1,8.8,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",129 day,45.469339,9.195108,Italy
Via Giacomo Watt 13 Famagosta 20143 Milan Italy,7/26/2017,7.6,IH Hotels Milano Watt 13, United Kingdom ,0,2122,91,8,9.6,"[' Leisure trip ', ' Group ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",8 days,45.443791,9.152947,Italy
Via Gian Battista Pirelli 20 Central Station 20124 Milan Italy,8/1/2017,8.7,LaGare Hotel Milano Centrale MGallery by Sofitel, United Kingdom ,50,2678,25,1,10.0,"[' Leisure trip ', ' Group ', ' Superior Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",2 days,45.484237,9.198858,Italy
Via Giorgio Stephenson 55 20157 Milan Italy,7/31/2017,8.1,Barcel Milan, Thailand ,45,3228,21,18,7.9,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3 days,45.51152,9.1241306,Italy
Via Giovanni Battista Fauch Sempione 20154 Milan Italy,6/17/2017,8.5,UNA Hotel Scandinavia, Romania ,18,579,47,10,9.6,"[' Business trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",47 days,45.4859983,9.1637603,Italy
Via Giovanni Nicotera 9 Niguarda 20161 Milan Italy,8/2/2017,8.5,Acca Palace, Sweden ,84,1886,12,2,8.3,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 1 night ']",1 days,45.5099969,9.1739942,Italy
Via Hoepli 6 Milan City Center 20121 Milan Italy,7/28/2017,8.2,Sina De La Ville, United States of America ,36,1718,6,3,6.7,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 1 night ']",6 days,45.465957,9.192297,Italy
Via L Muratori 14 Porta Romana 20135 Milan Italy,8/1/2017,8.2,UNA Hotel Mediterraneo, Germany ,0,1088,30,27,7.9,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 2 nights ']",2 days,45.451873,9.20548,Italy
Via La Spezia 25 Famagosta 20142 Milan Italy,7/14/2017,8.4,Hotel La Spezia Gruppo MiniHotel, Australia ,15,507,14,6,6.7,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 2 nights ']",20 days,45.4408963,9.1728003,Italy
Via Laietana 17 Ciutat Vella 08003 Barcelona Spain,7/31/2017,7.9,Exe Laietana Palace, South Africa ,83,2045,5,1,7.5,"[' Leisure trip ', ' Couple ', ' Double or Twin Room 1 2 Adults ', ' Stayed 9 nights ']",3 days,41.3833541,2.1794038,Spain
Via Laietana 30 Ciutat Vella 08003 Barcelona Spain,8/1/2017,8.9,Grand Hotel Central, Canada ,9,988,112,24,9.6,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ']",2 days,41.3849695,2.1776631,Spain
Via Laietana 42 Ciutat Vella 08003 Barcelona Spain,8/2/2017,7.1,Ilunion Almirante, Germany ,70,1484,12,1,6.3,"[' Group ', ' Double or Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",1 days,41.3860521,2.176157,Spain
Via Laietana 49 Ciutat Vella 08003 Barcelona Spain,8/2/2017,9.0,Ohla Barcelona, Australia ,161,1346,52,5,7.1,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room 1 2 Adults ', ' Stayed 1 night ']",1 days,41.3870479,2.174336,Spain
Via Layetana 3 Ciutat Vella 08003 Barcelona Spain,7/17/2017,7.8,Barcelona Hotel Colonial, Poland ,14,287,28,4,9.2,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 3 nights ']",17 days,41.3822909,2.1807447,Spain
Via Lazzaretto 5 Central Station 20124 Milan Italy,7/29/2017,8.4,NH Milano Machiavelli, India ,0,1119,29,1,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",5 days,45.4776167,9.2016244,Italy
Via Lazzaro Palazzi 18 Central Station 20124 Milan Italy,7/31/2017,8.5,Hotel Sanpi Milano, Sweden ,38,904,50,1,10.0,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3 days,45.4777623,9.203169,Italy
Via Lentasio 3 Milan City Center 20122 Milan Italy,7/26/2017,7.7,Best Western Hotel Ascot, Norway ,48,1741,18,5,5.0,"[' Leisure trip ', ' Family with young children ', ' Standard Triple Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",8 days,45.4580137,9.1913676,Italy
Via Lodovico Il Moro 117 Navigli 20143 Milan Italy,7/30/2017,7.7,Ca Bianca Hotel Corte Del Naviglio, Russia ,20,1319,13,1,5.8,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",4 days,45.443502,9.1377081,Italy
Via Lorenteggio 278 Lorenteggio 20152 Milan Italy,7/25/2017,7.0,IH Hotels Milano Lorenteggio, Germany ,23,2181,16,2,7.1,"[' Leisure trip ', ' Family with young children ', ' Family Room 3 Adults ', ' Stayed 2 nights ']",9 days,45.4436132,9.1161094,Italy
Via Lucio Giunio Columella 36 Distretto Viale Monza 20128 Milan Italy,8/3/2017,8.3,Hilton Garden Inn Milan North, Germany ,45,3613,0,7,6.3,"[' Leisure trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",0 days,45.5161671,9.2272778,Italy
Via Ludovico Di Breme 77 Certosa 20156 Milan Italy,8/3/2017,8.1,DoubleTree By Hilton Milan, Croatia ,23,277,26,21,9.2,"[' Leisure trip ', ' Family with young children ', ' 1 King Bed Guest Room ', ' Stayed 2 nights ']",0 days,45.5005657,9.1383663,Italy
Via Luigi Galvani 12 Central Station 20124 Milan Italy,8/3/2017,8.2,Hilton Milan, United States of America ,18,988,21,1,8.3,"[' Leisure trip ', ' Couple ', ' King Guest Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",0 days,45.4862032,9.200322,Italy
Via M Buonarroti 13 Fiera Milano City 20149 Milan Italy,5/30/2016,8.0,Hotel Wagner, India ,14,135,41,1,8.3,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 1 night ']",430 day,45.4684949,9.1550355,Italy
Via Mac Mahon 45 Sempione 20155 Milan Italy,7/25/2017,7.5,Hotel Boutique Duomo, United Kingdom ,116,491,2,12,3.0,"[' Leisure trip ', ' Family with young children ', ' Comfort Quadruple Room ', ' Stayed 1 night ']",9 days,45.4909585,9.1614268,Italy
Via Manin 7 Milan City Center 20121 Milan Italy,7/31/2017,8.4,Hotel Manin, United Arab Emirates ,8,1757,38,12,9.6,"[' Leisure trip ', ' Family with young children ', ' Junior Suite ', ' Stayed 2 nights ']",3 days,45.4739801,9.1960671,Italy
Via Manzoni 29 Milan City Center 20121 Milan Italy,7/31/2017,9.1,Grand Hotel et de Milan, Vietnam ,0,451,38,6,10.0,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 5 nights ']",3 days,45.4699058,9.1925024,Italy
Via Manzoni 31 Milan City Center 20121 Milan Italy,6/20/2017,9.2,Armani Hotel Milano, Australia ,50,835,12,63,6.3,"[' Business trip ', ' Solo traveler ', ' Classic Suite ', ' Stayed 1 night ']",44 days,45.470532,9.19302,Italy
Via Masaccio 19 Fiera Milano City 20149 Milan Italy,7/31/2017,8.3,Meli Milano, United Kingdom ,26,984,11,1,9.2,"[' Couple ', ' Executive Double Room with Access to The Level Lounge ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",3 days,45.4792738,9.1459546,Italy
Via Mauro Macchi 1 Central Station 20124 Milan Italy,8/3/2017,8.4,Hotel Mediolanum, United Kingdom ,9,885,69,20,8.8,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",0 days,45.4813423,9.2039494,Italy
Via Mazzini 4 Milan City Center 20123 Milan Italy,7/29/2017,9.3,UNA Maison Milano, Romania ,51,1108,15,78,6.7,"[' Leisure trip ', ' Family with young children ', ' Junior Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",5 days,45.4633289,9.1884242,Italy
Via Mecenate 121 20138 Milan Italy,7/28/2017,8.0,Novotel Milano Linate Aeroporto, South Korea ,15,1607,18,9,9.2,"[' Leisure trip ', ' Couple ', ' Superior Twin Room ', ' Stayed 2 nights ']",6 days,45.4481878,9.2570459,Italy
Via Medici 3 Milan City Center 20123 Milan Italy,7/29/2017,8.0,Hotel Carrobbio, United States of America ,10,888,78,1,10.0,"[' Business trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 1 night ']",5 days,45.4606597,9.1810947,Italy
Via Melchiorre Gioia 6 Garibaldi Station 20124 Milan Italy,7/12/2017,8.2,NH Milano Grand Hotel Verdi, Israel ,63,1178,34,1,8.3,"[' Leisure trip ', ' Solo traveler ', ' Superior Double or Twin Room XL ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",22 days,45.4814923,9.192023,Italy
Via Melchiorre Gioia 73 Central Station 20124 Milan Italy,7/31/2017,8.5,Crowne Plaza Milan City, United Kingdom ,139,838,14,4,5.4,"[' Leisure trip ', ' Couple ', ' Superior King Room ', ' Stayed 2 nights ']",3 days,45.4896727,9.2006406,Italy
Via Messina 10 Sempione 20154 Milan Italy,8/1/2017,8.2,Leonardo Hotel Milan City Center, Germany ,201,1018,17,1,5.0,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 3 nights ']",2 days,45.482442,9.1756982,Italy
